price_per_sqft,subwaydist
2.099899205,0.25354793
5.235748684,0.25354793
5.40374062,0.25354793
6.439690895,0.25354793
7.492440363,0.25354793
4.031806473,0.25354793
5.703796618,0.25354793
3.079852167,0.25354793
7.139657296,0.25354793
5.594131482,0.25354793
13.99932803,0.25354793
9.687534998,0.25354793
13.43935491,0.25354793
33.59838728,0.24779283
3.163427533,0.24779283
20.27838162,0.24779283
40.89464975,0.24779283
10.08646702,0.24779283
